number,type,short_description,category,priority,state,opened_at,resolved_at,assignment_group,region,related_ci
PRB0004121,Problem,Stock sync job overran window by 43 hours — online availability stale,Inventory & Stock Sync,4,Root Cause Analysis,2026-01-24 13:34,,Merch Systems,KwaZulu-Natal,Stock-Sync-Job-09
INC0010374,Incident,Images not loading on home screen — CDN 403s,Mobile App,3,Resolved,2025-12-15 19:52,2025-12-16 12:48,Digital Commerce,Eastern Cape,Mobile-BFF-26
PRB0004122,Problem,POS terminal offline — store W460 unable to trade on 48 lanes,POS & Tills,4,Fix in Progress,2026-05-02 06:25,,Store Systems,Gauteng,POS-Terminal-06
PRB0004123,Problem,Stock sync job overran window by 15 hours — online availability stale,Inventory & Stock Sync,2,Closed,2026-05-08 15:08,2026-05-09 13:32,Merch Systems,Eastern Cape,Stock-Sync-Job-21
PRB0004124,Problem,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,4,Closed,2026-05-02 14:48,2026-05-06 07:34,Digital Commerce,KwaZulu-Natal,Checkout-Service-39
INC0010375,Incident,"Promo price not applying at till for advertised line, store W495",Pricing & Promotions,2,Resolved,2026-01-19 08:02,2026-01-19 23:15,Merch Systems,KwaZulu-Natal,Promo-Engine-35
INC0010376,Incident,Checkout payment step returning 502 for 24% of sessions,Online Checkout,2,Resolved,2026-06-11 16:16,2026-06-11 19:32,Digital Commerce,Eastern Cape,Checkout-Service-31
INC0010377,Incident,Invoice EDI mismatch blocking GRN for DC 7,Supply Chain EDI,4,On Hold,2026-05-14 08:06,,Integration Hub,Gauteng,EDI-Gateway-24
INC0010378,Incident,Bank switch latency above 8s causing tender timeouts,Payments & EFT,2,Resolved,2025-08-17 09:03,2025-08-18 05:26,Payments Ops,Western Cape,EFT-Switch-31
INC0010379,Incident,Negative SOH values appearing for 29 SKUs after nightly sync,Inventory & Stock Sync,3,Closed,2025-12-10 10:05,2025-12-12 22:17,Merch Systems,National / Online,Stock-Sync-Job-15
CHG0007126,Change Request,Emergency change: card payments timing out across kwazulu-natal stores,Payments & EFT,4,Assess,2025-12-14 20:42,,Payments Ops,Limpopo,EFT-Switch-09
INC0010380,Incident,Stock sync job overran window by 49 hours — online availability stale,Inventory & Stock Sync,2,In Progress,2026-06-18 18:12,,Merch Systems,Gauteng,Stock-Sync-Job-12
INC0010381,Incident,Negative SOH values appearing for 31 SKUs after nightly sync,Inventory & Stock Sync,1,Closed,2025-08-30 13:09,2025-08-30 14:13,Merch Systems,Western Cape,Stock-Sync-Job-01
INC0010382,Incident,App checkout button unresponsive on iOS 56,Mobile App,4,Resolved,2026-01-08 19:43,2026-01-11 04:06,Digital Commerce,National / Online,Mobile-BFF-04
PRB0004125,Problem,ASN messages from vendor FreshCo failing schema validation,Supply Chain EDI,4,Root Cause Analysis,2025-07-01 10:11,,Integration Hub,National / Online,EDI-Gateway-03
INC0010383,Incident,Purchase order acknowledgements not reaching vendor HomewareHub,Supply Chain EDI,4,Closed,2026-04-27 10:43,2026-04-30 05:50,Integration Hub,Eastern Cape,EDI-Gateway-16
PRB0004126,Problem,Markdown batch stuck — clearance prices not live,Pricing & Promotions,4,Fix in Progress,2026-03-28 12:03,,Merch Systems,National / Online,Promo-Engine-20
INC0010384,Incident,"Tap-to-pay failing on new terminals, store W231",Payments & EFT,3,In Progress,2026-06-18 19:44,,Payments Ops,National / Online,EFT-Switch-05
INC0010385,Incident,Bank switch latency above 8s causing tender timeouts,Payments & EFT,3,In Progress,2026-06-28 17:25,,Payments Ops,Western Cape,EFT-Switch-28
INC0010386,Incident,Images not loading on home screen — CDN 403s,Mobile App,4,On Hold,2026-06-13 06:17,,Digital Commerce,National / Online,Mobile-BFF-19
CHG0007127,Change Request,Patch release for bank switch latency above 8s causing tender timeouts,Payments & EFT,3,Closed,2025-11-20 06:29,2025-11-24 03:04,Payments Ops,Western Cape,EFT-Switch-24
INC0010387,Incident,Same-day delivery cutoff not enforced — late promises made,Order Fulfilment,2,Closed,2026-03-13 13:44,2026-03-14 01:08,Fulfilment Tech,Gauteng,OMS-Core-12
CHG0007128,Change Request,Patch release for asn messages from vendor agrisupply failing schema validation,Supply Chain EDI,1,Closed,2026-01-23 09:53,2026-01-23 18:09,Integration Hub,Western Cape,EDI-Gateway-02
INC0010388,Incident,Stock sync job overran window by 32 hours — online availability stale,Inventory & Stock Sync,4,Closed,2026-05-19 19:29,2026-05-20 02:38,Merch Systems,KwaZulu-Natal,Stock-Sync-Job-17
INC0010389,Incident,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,2,New,2026-03-27 16:55,,Loyalty Platform,KwaZulu-Natal,Loyalty-API-21
INC0010390,Incident,"Tap-to-pay failing on new terminals, store W543",Payments & EFT,3,New,2026-06-28 18:11,,Payments Ops,National / Online,EFT-Switch-39
INC0010391,Incident,EDI 856 backlog of 22 messages at gateway,Supply Chain EDI,3,Closed,2026-03-28 06:21,2026-03-30 20:28,Integration Hub,Eastern Cape,EDI-Gateway-11
CHG0007129,Change Request,Patch release for pos terminal offline — store w174 unable to trade on 7 lanes,POS & Tills,3,Implement,2026-06-03 06:04,,Store Systems,Northern Cape,POS-Terminal-27
INC0010392,Incident,Barcode scanner intermittently not reading at store W166,POS & Tills,4,On Hold,2026-04-21 15:10,,Store Systems,Western Cape,POS-Terminal-33
INC0010393,Incident,High packet loss to data centre from KwaZulu-Natal stores,Store Network & Connectivity,3,Resolved,2026-06-12 15:20,2026-06-13 15:33,Network Ops,Western Cape,Store-Router-15
INC0010394,Incident,Wi-Fi outage in backup area of store W571 — RF guns offline,Store Network & Connectivity,3,Closed,2026-02-05 16:21,2026-02-08 17:27,Network Ops,North West,Store-Router-35
INC0010395,Incident,"POS EOD batch stuck at store W190, trading day not closed",POS & Tills,3,Resolved,2026-06-14 09:00,2026-06-16 12:18,Store Systems,Limpopo,POS-Terminal-03
CHG0007130,Change Request,Patch release for checkout payment step returning 502 for 19% of sessions,Online Checkout,3,Closed,2025-09-01 08:26,2025-09-03 00:17,Digital Commerce,KwaZulu-Natal,Checkout-Service-36
INC0010396,Incident,Same-day delivery cutoff not enforced — late promises made,Order Fulfilment,3,In Progress,2026-05-29 08:54,,Fulfilment Tech,Gauteng,OMS-Core-12
INC0010397,Incident,Store W492 receiving not reflecting in inventory ledger,Inventory & Stock Sync,3,Closed,2025-11-29 06:54,2025-11-30 17:36,Merch Systems,Eastern Cape,Stock-Sync-Job-40
PRB0004127,Problem,Store W323 on 4G failover — degraded POS response,Store Network & Connectivity,3,Resolved,2025-09-25 16:40,2025-09-27 05:21,Network Ops,National / Online,Store-Router-07
CHG0007131,Change Request,"Emergency change: checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,3,Implement,2025-07-10 20:52,,Digital Commerce,Gauteng,Checkout-Service-03
CHG0007132,Change Request,Config change: stock sync job overran window by 8 hours — online availability stale,Inventory & Stock Sync,3,Assess,2026-05-20 17:21,,Merch Systems,Eastern Cape,Stock-Sync-Job-02
INC0010398,Incident,Brand attribute overwritten in bulk update — 2 SKUs affected,Product Master Data,3,Closed,2026-02-21 06:02,2026-02-23 18:16,Data Services,KwaZulu-Natal,PIM-Hub-32
INC0010399,Incident,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,3,In Progress,2026-04-19 18:01,,Digital Commerce,Free State,Checkout-Service-26
INC0010400,Incident,Click-and-collect orders stuck in ALLOCATED for store W247,Order Fulfilment,2,Closed,2025-08-14 17:22,2025-08-15 17:22,Fulfilment Tech,North West,OMS-Core-13
INC0010401,Incident,Markdown batch stuck — clearance prices not live,Pricing & Promotions,4,In Progress,2025-11-27 19:05,,Merch Systems,Gauteng,Promo-Engine-20
INC0010402,Incident,Price file failed to deploy to 4 stores overnight,Pricing & Promotions,3,Closed,2026-01-12 08:56,2026-01-13 15:24,Merch Systems,Gauteng,Promo-Engine-30
PRB0004128,Problem,ASN messages from vendor CapeMills failing schema validation,Supply Chain EDI,4,New,2025-10-21 09:57,,Integration Hub,Western Cape,EDI-Gateway-21
CHG0007133,Change Request,Patch release for till 3 frozen on tender screen at store w450,POS & Tills,4,Implement,2026-03-29 19:22,,Store Systems,Mpumalanga,POS-Terminal-37
CHG0007134,Change Request,"Patch release for loyalty card lookup timing out at till, store w476",WRewards Loyalty,3,Closed,2025-12-30 09:55,2025-12-31 10:42,Loyalty Platform,Mpumalanga,Loyalty-API-01
PRB0004129,Problem,POS terminal offline — store W326 unable to trade on 34 lanes,POS & Tills,2,Fix in Progress,2026-03-22 06:45,,Store Systems,Western Cape,POS-Terminal-27
INC0010403,Incident,App checkout button unresponsive on iOS 28,Mobile App,4,In Progress,2025-09-19 06:58,,Digital Commerce,National / Online,Mobile-BFF-38
INC0010404,Incident,New season SKUs missing attributes — 45 lines blocked from listing,Product Master Data,2,Closed,2026-01-12 19:23,2026-01-13 13:57,Data Services,Gauteng,PIM-Hub-34
PRB0004130,Problem,Bank switch latency above 8s causing tender timeouts,Payments & EFT,3,Fix in Progress,2026-04-18 18:37,,Payments Ops,Gauteng,EFT-Switch-28
CHG0007135,Change Request,Patch release for tier recalculation job failed — member benefits downgraded,WRewards Loyalty,4,Closed,2026-06-03 13:28,2026-06-06 08:06,Loyalty Platform,Eastern Cape,Loyalty-API-04
INC0010405,Incident,Duplicate vouchers issued to 50 members,WRewards Loyalty,3,New,2025-12-23 07:03,,Loyalty Platform,Free State,Loyalty-API-14
PRB0004131,Problem,"Tap-to-pay failing on new terminals, store W398",Payments & EFT,3,Fix in Progress,2025-11-09 07:35,,Payments Ops,Western Cape,EFT-Switch-17
INC0010406,Incident,Dual-message settlement mismatch for trading date 2026-03-26,Payments & EFT,1,Resolved,2025-10-22 09:28,2025-10-22 18:24,Payments Ops,Western Cape,EFT-Switch-19
INC0010407,Incident,"Voucher barcode not scanning at till, store W459",Gift Cards & Vouchers,4,In Progress,2026-05-07 10:28,,Payments Ops,KwaZulu-Natal,GiftCard-Service-03
INC0010408,Incident,EFT declines spiking at store W451 — response code 91,Payments & EFT,3,Resolved,2026-01-02 15:35,2026-01-06 05:55,Payments Ops,Free State,EFT-Switch-28
INC0010409,Incident,App login failing with error ERR-175 after release PRM-3004,Mobile App,3,Resolved,2026-06-20 20:42,2026-06-21 08:21,Digital Commerce,National / Online,Mobile-BFF-28
PRB0004132,Problem,EFT declines spiking at store W153 — response code 91,Payments & EFT,3,Resolved,2025-10-17 09:52,2025-10-19 06:05,Payments Ops,Gauteng,EFT-Switch-05
INC0010410,Incident,3-D Secure redirect loop on mobile web checkout,Online Checkout,1,New,2025-10-03 08:24,,Digital Commerce,Limpopo,Checkout-Service-39
INC0010411,Incident,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,3,Closed,2026-01-05 16:48,2026-01-06 04:45,Loyalty Platform,Western Cape,Loyalty-API-40
INC0010412,Incident,Voucher PRM-1240 redeemable multiple times — exposure risk,Gift Cards & Vouchers,2,New,2026-06-12 12:02,,Payments Ops,National / Online,GiftCard-Service-04
INC0010413,Incident,AS2 certificate expiry caused vendor HomewareHub channel outage,Supply Chain EDI,1,Resolved,2026-01-13 13:45,2026-01-13 20:30,Integration Hub,National / Online,EDI-Gateway-26
PRB0004133,Problem,Click-and-collect orders stuck in ALLOCATED for store W204,Order Fulfilment,3,New,2026-06-16 10:29,,Fulfilment Tech,Limpopo,OMS-Core-36
INC0010414,Incident,POS terminal offline — store W197 unable to trade on 17 lanes,POS & Tills,4,Closed,2026-03-14 10:36,2026-03-16 04:21,Store Systems,Western Cape,POS-Terminal-02
CHG0007136,Change Request,Config change: checkout payment step returning 502 for 26% of sessions,Online Checkout,1,Scheduled,2025-09-04 13:43,,Digital Commerce,Gauteng,Checkout-Service-06
CHG0007137,Change Request,"Emergency change: loyalty card lookup timing out at till, store w337",WRewards Loyalty,3,Implement,2026-06-23 16:30,,Loyalty Platform,Gauteng,Loyalty-API-02
INC0010415,Incident,Checkout payment step returning 502 for 19% of sessions,Online Checkout,2,Closed,2025-10-22 20:47,2025-10-23 11:11,Digital Commerce,Free State,Checkout-Service-11
INC0010416,Incident,Product images not propagating from PIM to web,Product Master Data,1,Resolved,2025-07-08 12:32,2025-07-08 15:45,Data Services,Gauteng,PIM-Hub-17
INC0010417,Incident,New season SKUs missing attributes — 25 lines blocked from listing,Product Master Data,3,On Hold,2025-09-11 09:01,,Data Services,Gauteng,PIM-Hub-34
INC0010418,Incident,Delivery slot selection failing for North West customers,Online Checkout,2,Closed,2026-04-24 08:09,2026-04-24 18:58,Digital Commerce,Gauteng,Checkout-Service-10
INC0010419,Incident,Stock sync job overran window by 53 hours — online availability stale,Inventory & Stock Sync,3,Resolved,2025-11-12 11:06,2025-11-16 03:14,Merch Systems,KwaZulu-Natal,Stock-Sync-Job-35
INC0010420,Incident,Gift card balance enquiry timing out online,Gift Cards & Vouchers,3,In Progress,2026-02-06 18:23,,Payments Ops,KwaZulu-Natal,GiftCard-Service-08
CHG0007138,Change Request,Deploy fix for checkout payment step returning 502 for 37% of sessions,Online Checkout,2,Scheduled,2025-09-11 08:56,,Digital Commerce,Free State,Checkout-Service-15
INC0010421,Incident,Barcode scanner intermittently not reading at store W458,POS & Tills,4,Resolved,2026-06-13 18:30,2026-06-17 02:39,Store Systems,Eastern Cape,POS-Terminal-12
CHG0007139,Change Request,Emergency change: basket total mismatch after promo applied at checkout,Online Checkout,3,Implement,2026-05-05 18:22,,Digital Commerce,Western Cape,Checkout-Service-06
PRB0004134,Problem,Bank switch latency above 8s causing tender timeouts,Payments & EFT,4,Resolved,2026-01-12 06:35,2026-01-13 20:53,Payments Ops,National / Online,EFT-Switch-02
INC0010422,Incident,Markdown batch stuck — clearance prices not live,Pricing & Promotions,4,Closed,2026-05-28 07:36,2026-05-30 20:58,Merch Systems,KwaZulu-Natal,Promo-Engine-35
CHG0007140,Change Request,Emergency change: store w157 receiving not reflecting in inventory ledger,Inventory & Stock Sync,2,Authorise,2026-05-28 18:31,,Merch Systems,Gauteng,Stock-Sync-Job-38
CHG0007141,Change Request,"Patch release for mismatch between shelf-edge label and till price, store w214",Pricing & Promotions,4,Implement,2026-01-22 10:58,,Merch Systems,Western Cape,Promo-Engine-14
PRB0004135,Problem,Cycle-count variance file rejected for store W335,Inventory & Stock Sync,3,Fix in Progress,2025-12-22 11:30,,Merch Systems,Northern Cape,Stock-Sync-Job-18
PRB0004136,Problem,AS2 certificate expiry caused vendor HomewareHub channel outage,Supply Chain EDI,4,Fix in Progress,2025-07-07 18:47,,Integration Hub,North West,EDI-Gateway-16
PRB0004137,Problem,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,1,Resolved,2026-06-27 15:16,2026-06-27 17:11,Digital Commerce,Eastern Cape,Checkout-Service-03
PRB0004138,Problem,Invoice EDI mismatch blocking GRN for DC 6,Supply Chain EDI,4,Resolved,2026-01-25 20:51,2026-01-29 00:07,Integration Hub,National / Online,EDI-Gateway-03
INC0010423,Incident,"Tap-to-pay failing on new terminals, store W259",Payments & EFT,3,Closed,2026-01-05 14:35,2026-01-07 19:28,Payments Ops,Gauteng,EFT-Switch-06
CHG0007142,Change Request,Patch release for high packet loss to data centre from eastern cape stores,Store Network & Connectivity,4,Authorise,2026-04-24 17:21,,Network Ops,Western Cape,Store-Router-27
PRB0004139,Problem,Picking app not releasing waves at DC 14,Order Fulfilment,4,Closed,2026-02-26 12:14,2026-02-27 17:29,Fulfilment Tech,Gauteng,OMS-Core-02
PRB0004140,Problem,Voucher PRM-6893 redeemable multiple times — exposure risk,Gift Cards & Vouchers,4,Closed,2026-01-29 14:25,2026-02-02 20:00,Payments Ops,Gauteng,GiftCard-Service-19
INC0010424,Incident,3-D Secure redirect loop on mobile web checkout,Online Checkout,3,New,2026-04-13 13:00,,Digital Commerce,Gauteng,Checkout-Service-09
PRB0004141,Problem,"Receipt printer failure on till 11, store W135",POS & Tills,2,Resolved,2026-05-20 06:07,2026-05-21 06:56,Store Systems,KwaZulu-Natal,POS-Terminal-25
INC0010425,Incident,Invoice EDI mismatch blocking GRN for DC 9,Supply Chain EDI,1,Closed,2026-03-10 15:47,2026-03-10 20:28,Integration Hub,North West,EDI-Gateway-08
INC0010426,Incident,Delivery slot selection failing for Free State customers,Online Checkout,4,Resolved,2026-02-16 07:14,2026-02-19 08:10,Digital Commerce,Western Cape,Checkout-Service-35
PRB0004142,Problem,Duplicate vouchers issued to 35 members,WRewards Loyalty,3,Fix in Progress,2026-06-09 20:41,,Loyalty Platform,KwaZulu-Natal,Loyalty-API-28
INC0010427,Incident,Courier manifest not generated for 8 orders,Order Fulfilment,3,Resolved,2026-02-21 09:13,2026-02-25 01:44,Fulfilment Tech,Gauteng,OMS-Core-22
INC0010428,Incident,Cycle-count variance file rejected for store W510,Inventory & Stock Sync,4,Closed,2025-10-22 12:04,2025-10-22 23:27,Merch Systems,Gauteng,Stock-Sync-Job-05
PRB0004143,Problem,AS2 certificate expiry caused vendor DairyDirect channel outage,Supply Chain EDI,4,New,2026-06-27 14:14,,Integration Hub,North West,EDI-Gateway-34
INC0010429,Incident,Duplicate barcodes detected for 5 products,Product Master Data,4,On Hold,2026-04-11 09:56,,Data Services,Free State,PIM-Hub-15
INC0010430,Incident,Dual-message settlement mismatch for trading date 2026-02-02,Payments & EFT,3,Resolved,2026-01-13 19:47,2026-01-14 07:30,Payments Ops,Mpumalanga,EFT-Switch-10
INC0010431,Incident,Wi-Fi outage in backup area of store W428 — RF guns offline,Store Network & Connectivity,2,Closed,2025-12-20 10:41,2025-12-21 11:29,Network Ops,Gauteng,Store-Router-22
PRB0004144,Problem,Checkout payment step returning 502 for 14% of sessions,Online Checkout,3,Closed,2025-11-12 10:36,2025-11-16 10:25,Digital Commerce,North West,Checkout-Service-26
CHG0007143,Change Request,Emergency change: checkout payment step returning 502 for 6% of sessions,Online Checkout,4,Closed,2026-06-24 06:37,2026-06-24 13:24,Digital Commerce,Western Cape,Checkout-Service-26
CHG0007144,Change Request,"Emergency change: tap-to-pay failing on new terminals, store w578",Payments & EFT,3,Closed,2026-02-18 18:12,2026-02-19 03:46,Payments Ops,Gauteng,EFT-Switch-05
INC0010432,Incident,"Receipt printer failure on till 4, store W497",POS & Tills,3,Resolved,2025-10-26 12:24,2025-10-30 05:14,Store Systems,Gauteng,POS-Terminal-12
INC0010433,Incident,Cycle-count variance file rejected for store W215,Inventory & Stock Sync,3,In Progress,2026-04-29 08:26,,Merch Systems,Gauteng,Stock-Sync-Job-35
PRB0004145,Problem,Voucher PRM-3501 redeemable multiple times — exposure risk,Gift Cards & Vouchers,3,Resolved,2025-11-23 11:07,2025-11-27 14:42,Payments Ops,Free State,GiftCard-Service-38
INC0010434,Incident,Push notifications not delivered for order updates,Mobile App,2,Closed,2026-06-05 12:44,2026-06-05 17:23,Digital Commerce,Gauteng,Mobile-BFF-04
INC0010435,Incident,Price file failed to deploy to 20 stores overnight,Pricing & Promotions,3,Closed,2026-04-11 06:36,2026-04-13 19:53,Merch Systems,Gauteng,Promo-Engine-22
INC0010436,Incident,Voucher PRM-8855 redeemable multiple times — exposure risk,Gift Cards & Vouchers,2,Closed,2025-09-04 07:02,2025-09-05 00:06,Payments Ops,KwaZulu-Natal,GiftCard-Service-21
INC0010437,Incident,Gift card balance enquiry timing out online,Gift Cards & Vouchers,1,Closed,2026-02-07 11:15,2026-02-07 13:42,Payments Ops,Limpopo,GiftCard-Service-09
INC0010438,Incident,Brand attribute overwritten in bulk update — 52 SKUs affected,Product Master Data,2,Closed,2026-02-23 11:44,2026-02-24 11:44,Data Services,Free State,PIM-Hub-32
INC0010439,Incident,Basket total mismatch after promo applied at checkout,Online Checkout,1,Closed,2026-06-10 10:39,2026-06-10 15:43,Digital Commerce,Western Cape,Checkout-Service-09
CHG0007145,Change Request,Emergency change: delivery slot selection failing for kwazulu-natal customers,Online Checkout,2,Implement,2026-01-26 11:25,,Digital Commerce,Western Cape,Checkout-Service-26
CHG0007146,Change Request,"Config change: pos eod batch stuck at store w169, trading day not closed",POS & Tills,2,Scheduled,2026-06-12 12:25,,Store Systems,Western Cape,POS-Terminal-20
INC0010440,Incident,"POS EOD batch stuck at store W457, trading day not closed",POS & Tills,2,Closed,2026-05-15 13:12,2026-05-16 14:26,Store Systems,National / Online,POS-Terminal-20
INC0010441,Incident,Card payments timing out across Gauteng stores,Payments & EFT,4,Closed,2026-01-11 18:38,2026-01-14 01:12,Payments Ops,National / Online,EFT-Switch-22
PRB0004146,Problem,Price file failed to deploy to 10 stores overnight,Pricing & Promotions,4,Root Cause Analysis,2026-06-12 13:56,,Merch Systems,Western Cape,Promo-Engine-10
INC0010442,Incident,Price file failed to deploy to 52 stores overnight,Pricing & Promotions,4,Resolved,2025-10-13 10:41,2025-10-15 16:53,Merch Systems,National / Online,Promo-Engine-31
INC0010443,Incident,Dual-message settlement mismatch for trading date 2026-01-14,Payments & EFT,1,Closed,2025-07-19 20:29,2025-07-19 21:45,Payments Ops,Eastern Cape,EFT-Switch-31
CHG0007147,Change Request,Config change: till 3 frozen on tender screen at store w385,POS & Tills,4,Closed,2026-06-23 08:32,2026-06-27 03:29,Store Systems,Mpumalanga,POS-Terminal-10
INC0010444,Incident,Basket total mismatch after promo applied at checkout,Online Checkout,2,Closed,2026-06-28 11:53,2026-06-29 14:52,Digital Commerce,Northern Cape,Checkout-Service-25
CHG0007148,Change Request,Deploy fix for basket total mismatch after promo applied at checkout,Online Checkout,3,Closed,2026-05-05 11:18,2026-05-06 04:31,Digital Commerce,National / Online,Checkout-Service-19
INC0010445,Incident,"POS EOD batch stuck at store W232, trading day not closed",POS & Tills,4,Resolved,2025-07-28 16:06,2025-08-01 11:33,Store Systems,Western Cape,POS-Terminal-37
PRB0004147,Problem,"POS EOD batch stuck at store W151, trading day not closed",POS & Tills,2,Closed,2026-03-21 18:35,2026-03-22 11:12,Store Systems,Gauteng,POS-Terminal-36
PRB0004148,Problem,Push notifications not delivered for order updates,Mobile App,3,Root Cause Analysis,2026-04-18 10:24,,Digital Commerce,Western Cape,Mobile-BFF-36
INC0010446,Incident,Duplicate vouchers issued to 44 members,WRewards Loyalty,2,New,2025-09-26 09:07,,Loyalty Platform,Northern Cape,Loyalty-API-09
INC0010447,Incident,AS2 certificate expiry caused vendor HomewareHub channel outage,Supply Chain EDI,2,Closed,2025-07-17 18:45,2025-07-17 23:15,Integration Hub,KwaZulu-Natal,EDI-Gateway-02
PRB0004149,Problem,Basket total mismatch after promo applied at checkout,Online Checkout,4,Closed,2025-07-16 16:09,2025-07-17 18:06,Digital Commerce,North West,Checkout-Service-08
INC0010448,Incident,Unit-of-measure mismatch causing receiving failures at DC 9,Product Master Data,3,On Hold,2025-10-03 18:11,,Data Services,KwaZulu-Natal,PIM-Hub-22
INC0010449,Incident,Router config drift detected at store W495 after change,Store Network & Connectivity,3,Resolved,2025-10-20 10:38,2025-10-21 13:21,Network Ops,Mpumalanga,Store-Router-15
PRB0004150,Problem,Card payments timing out across Free State stores,Payments & EFT,3,Closed,2026-05-10 13:44,2026-05-13 09:43,Payments Ops,National / Online,EFT-Switch-19
INC0010450,Incident,App checkout button unresponsive on iOS 41,Mobile App,2,Closed,2026-05-22 15:22,2026-05-22 21:02,Digital Commerce,Free State,Mobile-BFF-34
INC0010451,Incident,"POS EOD batch stuck at store W128, trading day not closed",POS & Tills,4,Closed,2025-10-30 09:28,2025-11-02 02:15,Store Systems,North West,POS-Terminal-37
INC0010452,Incident,POS terminal offline — store W466 unable to trade on 35 lanes,POS & Tills,3,Resolved,2025-10-19 13:25,2025-10-22 00:37,Store Systems,KwaZulu-Natal,POS-Terminal-32
CHG0007149,Change Request,Deploy fix for eft declines spiking at store w405 — response code 91,Payments & EFT,2,Closed,2026-02-12 12:53,2026-02-12 18:00,Payments Ops,Gauteng,EFT-Switch-06
CHG0007150,Change Request,Patch release for order ord-715006 split incorrectly across fulfilment nodes,Order Fulfilment,3,Authorise,2026-02-23 16:26,,Fulfilment Tech,Gauteng,OMS-Core-07
INC0010453,Incident,"Tap-to-pay failing on new terminals, store W217",Payments & EFT,2,New,2025-09-12 08:06,,Payments Ops,North West,EFT-Switch-05
INC0010454,Incident,ASN messages from vendor AgriSupply failing schema validation,Supply Chain EDI,3,Closed,2026-01-03 15:42,2026-01-06 17:47,Integration Hub,Free State,EDI-Gateway-03
CHG0007151,Change Request,Config change: price file failed to deploy to 51 stores overnight,Pricing & Promotions,4,Closed,2026-02-12 17:01,2026-02-16 15:00,Merch Systems,Western Cape,Promo-Engine-12
PRB0004151,Problem,"Loyalty card lookup timing out at till, store W165",WRewards Loyalty,3,Root Cause Analysis,2026-04-03 16:59,,Loyalty Platform,National / Online,Loyalty-API-31
PRB0004152,Problem,"Mismatch between shelf-edge label and till price, store W393",Pricing & Promotions,3,Root Cause Analysis,2026-04-10 15:21,,Merch Systems,Mpumalanga,Promo-Engine-28
PRB0004153,Problem,Bank switch latency above 8s causing tender timeouts,Payments & EFT,4,Closed,2026-06-02 20:50,2026-06-06 04:56,Payments Ops,Western Cape,EFT-Switch-31
INC0010455,Incident,Same-day delivery cutoff not enforced — late promises made,Order Fulfilment,3,Closed,2026-02-21 19:04,2026-02-22 11:15,Fulfilment Tech,Gauteng,OMS-Core-39
INC0010456,Incident,Basket total mismatch after promo applied at checkout,Online Checkout,4,Resolved,2026-02-27 16:40,2026-02-28 10:22,Digital Commerce,North West,Checkout-Service-17
PRB0004154,Problem,Duplicate vouchers issued to 23 members,WRewards Loyalty,2,Resolved,2025-10-29 09:17,2025-10-30 06:08,Loyalty Platform,Western Cape,Loyalty-API-29
INC0010457,Incident,Price file failed to deploy to 23 stores overnight,Pricing & Promotions,4,New,2026-03-11 14:53,,Merch Systems,Eastern Cape,Promo-Engine-37
INC0010458,Incident,Gift card redemption declining with error ERR-356 at store W307,Gift Cards & Vouchers,2,Resolved,2026-02-23 17:36,2026-02-24 10:11,Payments Ops,North West,GiftCard-Service-13
CHG0007152,Change Request,Patch release for stock-on-hand not syncing to online for dc 4 range,Inventory & Stock Sync,3,Closed,2026-03-20 18:28,2026-03-23 06:36,Merch Systems,KwaZulu-Natal,Stock-Sync-Job-39
PRB0004155,Problem,Checkout payment step returning 502 for 19% of sessions,Online Checkout,3,Resolved,2025-08-20 09:53,2025-08-22 22:40,Digital Commerce,North West,Checkout-Service-29
INC0010459,Incident,WRewards linking failing in app with error ERR-709,WRewards Loyalty,3,New,2025-10-30 13:28,,Loyalty Platform,National / Online,Loyalty-API-14
INC0010460,Incident,Duplicate barcodes detected for 4 products,Product Master Data,3,Closed,2026-05-04 20:24,2026-05-05 09:05,Data Services,KwaZulu-Natal,PIM-Hub-02
INC0010461,Incident,Purchase order acknowledgements not reaching vendor DairyDirect,Supply Chain EDI,3,Closed,2026-04-29 12:47,2026-05-03 04:45,Integration Hub,Eastern Cape,EDI-Gateway-01
INC0010462,Incident,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,3,Closed,2026-02-09 19:21,2026-02-10 04:05,Digital Commerce,Northern Cape,Checkout-Service-35
CHG0007153,Change Request,Patch release for app crash on product page for android 39% of sessions,Mobile App,4,Assess,2025-10-06 08:04,,Digital Commerce,KwaZulu-Natal,Mobile-BFF-40
INC0010463,Incident,App login failing with error ERR-953 after release PRM-7728,Mobile App,2,In Progress,2026-04-16 06:11,,Digital Commerce,KwaZulu-Natal,Mobile-BFF-09
INC0010464,Incident,"Tap-to-pay failing on new terminals, store W539",Payments & EFT,3,Closed,2026-01-05 13:59,2026-01-06 16:50,Payments Ops,Gauteng,EFT-Switch-26
INC0010465,Incident,Basket total mismatch after promo applied at checkout,Online Checkout,3,Resolved,2025-09-30 15:40,2025-10-02 14:53,Digital Commerce,KwaZulu-Natal,Checkout-Service-15
