key,summary,category,priority,status,created,resolved,team,region,labels
RET-1668,Wi-Fi outage in backup area of store W557 — RF guns offline,Store Network & Connectivity,P2,Closed,2026-05-06 07:44,2026-05-07 06:28,Network Ops,National / Online,store-network-connectivity
RET-1669,Barcode scanner intermittently not reading at store W512,POS & Tills,P3,Closed,2026-04-20 13:44,2026-04-23 21:06,Store Systems,Western Cape,pos-tills
RET-1670,"POS EOD batch stuck at store W223, trading day not closed",POS & Tills,P3,In Progress,2025-09-09 17:23,,Store Systems,Gauteng,pos-tills
RET-1671,Store W174 on 4G failover — degraded POS response,Store Network & Connectivity,P3,Resolved,2026-06-28 14:34,2026-07-03 20:01,Network Ops,Gauteng,store-network-connectivity
RET-1672,Promotion PRM-5413 double-discounting online,Pricing & Promotions,P4,Closed,2026-03-16 18:32,2026-03-20 09:11,Merch Systems,KwaZulu-Natal,pricing-promotions
RET-1673,Till 9 frozen on tender screen at store W444,POS & Tills,P1,Resolved,2026-06-30 07:58,2026-06-30 12:38,Store Systems,Limpopo,pos-tills
RET-1674,Basket total mismatch after promo applied at checkout,Online Checkout,P2,Resolved,2026-02-25 17:13,2026-02-26 00:38,Digital Commerce,Mpumalanga,online-checkout
RET-1675,"Tap-to-pay failing on new terminals, store W454",Payments & EFT,P1,Closed,2026-01-15 14:59,2026-01-15 17:15,Payments Ops,Northern Cape,payments-eft
RET-1676,Barcode scanner intermittently not reading at store W113,POS & Tills,P3,Resolved,2026-05-20 08:58,2026-05-22 14:13,Store Systems,Eastern Cape,pos-tills
RET-1677,Picking app not releasing waves at DC 18,Order Fulfilment,P3,Closed,2026-04-24 15:09,2026-04-28 15:21,Fulfilment Tech,National / Online,order-fulfilment
RET-1678,3-D Secure redirect loop on mobile web checkout,Online Checkout,P3,Open,2025-11-24 12:54,,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1679,Unit-of-measure mismatch causing receiving failures at DC 15,Product Master Data,P2,In Progress,2025-09-15 15:56,,Data Services,Mpumalanga,product-master-data
RET-1680,Stock-on-hand not syncing to online for DC 9 range,Inventory & Stock Sync,P1,Closed,2026-03-18 18:04,2026-03-19 01:00,Merch Systems,KwaZulu-Natal,inventory-stock-sync
RET-1681,Voucher PRM-6388 redeemable multiple times — exposure risk,Gift Cards & Vouchers,P1,Closed,2026-05-24 06:00,2026-05-24 12:22,Payments Ops,Eastern Cape,gift-cards-vouchers
RET-1682,POS terminal offline — store W533 unable to trade on 53 lanes,POS & Tills,P3,In Progress,2026-01-27 08:21,,Store Systems,Eastern Cape,pos-tills
RET-1683,Checkout payment step returning 502 for 36% of sessions,Online Checkout,P3,Open,2025-10-13 20:33,,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1684,POS terminal offline — store W190 unable to trade on 59 lanes,POS & Tills,P3,Closed,2026-06-06 19:21,2026-06-07 23:39,Store Systems,Western Cape,pos-tills
RET-1685,Wi-Fi outage in backup area of store W440 — RF guns offline,Store Network & Connectivity,P2,Closed,2026-01-07 11:48,2026-01-08 08:05,Network Ops,North West,store-network-connectivity
RET-1686,POS terminal offline — store W164 unable to trade on 12 lanes,POS & Tills,P3,Resolved,2025-07-27 11:55,2025-07-30 20:42,Store Systems,North West,pos-tills
RET-1687,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,P3,Resolved,2025-09-03 09:41,2025-09-08 00:07,Loyalty Platform,Gauteng,wrewards-loyalty
RET-1688,Basket total mismatch after promo applied at checkout,Online Checkout,P2,Resolved,2026-03-08 11:12,2026-03-09 09:05,Digital Commerce,Gauteng,online-checkout
RET-1689,Store W518 on 4G failover — degraded POS response,Store Network & Connectivity,P3,In Progress,2026-06-27 06:40,,Network Ops,Gauteng,store-network-connectivity
RET-1690,Stock-on-hand not syncing to online for DC 13 range,Inventory & Stock Sync,P4,Resolved,2026-01-13 07:29,2026-01-13 22:32,Merch Systems,Eastern Cape,inventory-stock-sync
RET-1691,App crash on product page for Android 2% of sessions,Mobile App,P3,Open,2026-02-13 12:01,,Digital Commerce,Western Cape,mobile-app
RET-1692,Images not loading on home screen — CDN 403s,Mobile App,P2,Resolved,2026-02-16 12:57,2026-02-16 20:03,Digital Commerce,KwaZulu-Natal,mobile-app
RET-1693,Invoice EDI mismatch blocking GRN for DC 11,Supply Chain EDI,P4,Closed,2025-08-14 09:14,2025-08-19 12:57,Integration Hub,Gauteng,supply-chain-edi
RET-1694,EFT declines spiking at store W144 — response code 91,Payments & EFT,P1,Closed,2026-02-07 18:30,2026-02-08 02:09,Payments Ops,Free State,payments-eft
RET-1695,Checkout payment step returning 502 for 32% of sessions,Online Checkout,P3,Open,2026-01-24 19:01,,Digital Commerce,Western Cape,online-checkout
RET-1696,Bank switch latency above 8s causing tender timeouts,Payments & EFT,P3,Open,2025-10-20 19:19,,Payments Ops,Gauteng,payments-eft
RET-1697,Gift card redemption declining with error ERR-706 at store W333,Gift Cards & Vouchers,P4,In Progress,2026-05-30 10:20,,Payments Ops,Limpopo,gift-cards-vouchers
RET-1698,Cycle-count variance file rejected for store W130,Inventory & Stock Sync,P3,Closed,2026-05-21 19:08,2026-05-22 23:48,Merch Systems,Western Cape,inventory-stock-sync
RET-1699,3-D Secure redirect loop on mobile web checkout,Online Checkout,P4,Closed,2025-07-10 07:34,2025-07-15 06:50,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1700,Price file failed to deploy to 13 stores overnight,Pricing & Promotions,P1,Blocked,2025-12-17 19:09,,Merch Systems,Eastern Cape,pricing-promotions
RET-1701,3-D Secure redirect loop on mobile web checkout,Online Checkout,P1,Closed,2026-04-17 07:03,2026-04-17 11:24,Digital Commerce,National / Online,online-checkout
RET-1702,Courier manifest not generated for 53 orders,Order Fulfilment,P3,Resolved,2026-02-04 12:48,2026-02-08 20:33,Fulfilment Tech,Eastern Cape,order-fulfilment
RET-1703,Courier manifest not generated for 17 orders,Order Fulfilment,P4,Closed,2025-09-12 15:23,2025-09-13 00:57,Fulfilment Tech,Limpopo,order-fulfilment
RET-1704,Store W507 on 4G failover — degraded POS response,Store Network & Connectivity,P4,Closed,2025-11-21 19:32,2025-11-22 17:11,Network Ops,National / Online,store-network-connectivity
RET-1705,Dual-message settlement mismatch for trading date 2026-03-26,Payments & EFT,P4,Closed,2026-06-22 10:40,2026-06-23 06:01,Payments Ops,Eastern Cape,payments-eft
RET-1706,Negative SOH values appearing for 53 SKUs after nightly sync,Inventory & Stock Sync,P4,In Progress,2026-01-23 09:25,,Merch Systems,KwaZulu-Natal,inventory-stock-sync
RET-1707,Same-day delivery cutoff not enforced — late promises made,Order Fulfilment,P3,In Progress,2025-09-27 12:55,,Fulfilment Tech,Northern Cape,order-fulfilment
RET-1708,3-D Secure redirect loop on mobile web checkout,Online Checkout,P4,Closed,2025-12-11 14:06,2025-12-12 10:08,Digital Commerce,Northern Cape,online-checkout
RET-1709,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P2,Closed,2025-09-02 13:23,2025-09-02 21:13,Digital Commerce,Gauteng,online-checkout
RET-1710,Store W455 on 4G failover — degraded POS response,Store Network & Connectivity,P2,Closed,2026-06-15 11:36,2026-06-15 16:18,Network Ops,Free State,store-network-connectivity
RET-1711,Purchase order acknowledgements not reaching vendor HomewareHub,Supply Chain EDI,P4,Closed,2026-05-12 18:56,2026-05-17 01:11,Integration Hub,Gauteng,supply-chain-edi
RET-1712,Card payments timing out across KwaZulu-Natal stores,Payments & EFT,P3,Resolved,2026-06-20 07:47,2026-06-21 23:25,Payments Ops,National / Online,payments-eft
RET-1713,Checkout payment step returning 502 for 61% of sessions,Online Checkout,P3,Closed,2025-11-15 13:25,2025-11-20 14:39,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1714,Picking app not releasing waves at DC 14,Order Fulfilment,P2,Closed,2025-11-20 08:42,2025-11-21 11:08,Fulfilment Tech,Gauteng,order-fulfilment
RET-1715,Stock sync job overran window by 10 hours — online availability stale,Inventory & Stock Sync,P3,Closed,2025-09-18 20:12,2025-09-20 05:55,Merch Systems,KwaZulu-Natal,inventory-stock-sync
RET-1716,Dual-message settlement mismatch for trading date 2026-06-11,Payments & EFT,P4,Closed,2026-05-09 06:36,2026-05-13 06:34,Payments Ops,Gauteng,payments-eft
RET-1717,New season SKUs missing attributes — 20 lines blocked from listing,Product Master Data,P3,In Progress,2026-03-15 15:57,,Data Services,Western Cape,product-master-data
RET-1718,Barcode scanner intermittently not reading at store W151,POS & Tills,P4,In Progress,2025-09-03 13:29,,Store Systems,Free State,pos-tills
RET-1719,EFT declines spiking at store W176 — response code 91,Payments & EFT,P4,In Progress,2025-08-19 07:32,,Payments Ops,Gauteng,payments-eft
RET-1720,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,P4,Closed,2026-06-29 08:12,2026-07-01 08:36,Loyalty Platform,KwaZulu-Natal,wrewards-loyalty
RET-1721,Order ORD-995451 split incorrectly across fulfilment nodes,Order Fulfilment,P3,Closed,2026-01-18 19:29,2026-01-23 19:48,Fulfilment Tech,KwaZulu-Natal,order-fulfilment
RET-1722,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,P3,Closed,2026-02-01 08:34,2026-02-04 20:06,Loyalty Platform,Gauteng,wrewards-loyalty
RET-1723,POS terminal offline — store W292 unable to trade on 28 lanes,POS & Tills,P2,Blocked,2025-11-09 12:50,,Store Systems,Western Cape,pos-tills
RET-1724,EFT declines spiking at store W381 — response code 91,Payments & EFT,P4,Resolved,2025-07-05 11:00,2025-07-07 06:24,Payments Ops,National / Online,payments-eft
RET-1725,"POS EOD batch stuck at store W506, trading day not closed",POS & Tills,P4,Closed,2026-06-18 12:22,2026-06-20 04:32,Store Systems,North West,pos-tills
RET-1726,Card payments timing out across Western Cape stores,Payments & EFT,P1,Resolved,2025-11-09 14:02,2025-11-09 22:20,Payments Ops,Gauteng,payments-eft
RET-1727,Negative SOH values appearing for 6 SKUs after nightly sync,Inventory & Stock Sync,P3,Closed,2025-09-15 18:34,2025-09-19 01:27,Merch Systems,North West,inventory-stock-sync
RET-1728,Voucher PRM-7628 redeemable multiple times — exposure risk,Gift Cards & Vouchers,P2,Resolved,2025-11-25 09:44,2025-11-26 10:28,Payments Ops,Gauteng,gift-cards-vouchers
RET-1729,Till 3 frozen on tender screen at store W518,POS & Tills,P4,In Progress,2026-03-24 19:11,,Store Systems,Gauteng,pos-tills
RET-1730,POS terminal offline — store W548 unable to trade on 30 lanes,POS & Tills,P3,Closed,2025-12-13 10:19,2025-12-15 17:23,Store Systems,Western Cape,pos-tills
RET-1731,High packet loss to data centre from Eastern Cape stores,Store Network & Connectivity,P1,In Progress,2026-04-15 07:05,,Network Ops,Limpopo,store-network-connectivity
RET-1732,Bank switch latency above 8s causing tender timeouts,Payments & EFT,P4,Closed,2025-10-19 14:40,2025-10-22 05:44,Payments Ops,Gauteng,payments-eft
RET-1733,High packet loss to data centre from Eastern Cape stores,Store Network & Connectivity,P4,Closed,2025-10-26 11:05,2025-10-29 06:57,Network Ops,National / Online,store-network-connectivity
RET-1734,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P4,Open,2025-09-16 07:52,,Digital Commerce,National / Online,online-checkout
RET-1735,WRewards linking failing in app with error ERR-306,WRewards Loyalty,P4,Closed,2025-12-15 07:31,2025-12-18 02:55,Loyalty Platform,KwaZulu-Natal,wrewards-loyalty
RET-1736,Cycle-count variance file rejected for store W256,Inventory & Stock Sync,P3,Open,2026-03-21 12:35,,Merch Systems,KwaZulu-Natal,inventory-stock-sync
RET-1737,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P4,Open,2025-12-23 09:05,,Digital Commerce,Gauteng,online-checkout
RET-1738,App checkout button unresponsive on iOS 7,Mobile App,P3,Resolved,2026-06-20 07:49,2026-06-23 09:55,Digital Commerce,Gauteng,mobile-app
RET-1739,App crash on product page for Android 42% of sessions,Mobile App,P2,Closed,2025-07-19 16:37,2025-07-20 11:01,Digital Commerce,KwaZulu-Natal,mobile-app
RET-1740,Router config drift detected at store W500 after change,Store Network & Connectivity,P2,Resolved,2026-04-13 19:03,2026-04-14 15:47,Network Ops,Mpumalanga,store-network-connectivity
RET-1741,Promotion PRM-4333 double-discounting online,Pricing & Promotions,P4,Closed,2026-01-04 13:14,2026-01-08 15:05,Merch Systems,KwaZulu-Natal,pricing-promotions
RET-1742,Click-and-collect orders stuck in ALLOCATED for store W518,Order Fulfilment,P1,Resolved,2026-06-19 16:57,2026-06-19 22:21,Fulfilment Tech,Gauteng,order-fulfilment
RET-1743,App login failing with error ERR-389 after release PRM-6968,Mobile App,P4,Blocked,2026-02-14 16:30,,Digital Commerce,KwaZulu-Natal,mobile-app
RET-1744,Same-day delivery cutoff not enforced — late promises made,Order Fulfilment,P2,Closed,2026-01-19 16:48,2026-01-19 21:23,Fulfilment Tech,National / Online,order-fulfilment
RET-1745,Images not loading on home screen — CDN 403s,Mobile App,P3,Resolved,2025-12-07 13:37,2025-12-11 05:03,Digital Commerce,Gauteng,mobile-app
RET-1746,Purchase order acknowledgements not reaching vendor DairyDirect,Supply Chain EDI,P3,Resolved,2025-09-26 15:32,2025-10-01 00:33,Integration Hub,Free State,supply-chain-edi
RET-1747,"Tap-to-pay failing on new terminals, store W550",Payments & EFT,P1,Resolved,2025-08-22 06:24,2025-08-22 14:37,Payments Ops,Western Cape,payments-eft
RET-1748,Dual-message settlement mismatch for trading date 2026-02-15,Payments & EFT,P4,Resolved,2025-10-23 06:33,2025-10-24 05:05,Payments Ops,KwaZulu-Natal,payments-eft
RET-1749,Gift card balance enquiry timing out online,Gift Cards & Vouchers,P4,In Progress,2026-01-29 10:33,,Payments Ops,Limpopo,gift-cards-vouchers
RET-1750,Same-day delivery cutoff not enforced — late promises made,Order Fulfilment,P3,Closed,2026-02-07 12:54,2026-02-12 16:31,Fulfilment Tech,Western Cape,order-fulfilment
RET-1751,Courier manifest not generated for 6 orders,Order Fulfilment,P3,In Progress,2026-04-20 11:29,,Fulfilment Tech,Mpumalanga,order-fulfilment
RET-1752,Duplicate barcodes detected for 44 products,Product Master Data,P2,Closed,2026-05-12 10:55,2026-05-13 14:19,Data Services,National / Online,product-master-data
RET-1753,Gift card redemption declining with error ERR-174 at store W339,Gift Cards & Vouchers,P4,In Progress,2025-10-16 13:42,,Payments Ops,Western Cape,gift-cards-vouchers
RET-1754,Push notifications not delivered for order updates,Mobile App,P3,In Progress,2025-07-25 09:30,,Digital Commerce,KwaZulu-Natal,mobile-app
RET-1755,Delivery slot selection failing for Northern Cape customers,Online Checkout,P2,Resolved,2025-11-11 11:55,2025-11-12 10:37,Digital Commerce,Mpumalanga,online-checkout
RET-1756,Basket total mismatch after promo applied at checkout,Online Checkout,P3,Closed,2025-07-13 18:50,2025-07-14 19:53,Digital Commerce,Gauteng,online-checkout
RET-1757,Order ORD-558935 split incorrectly across fulfilment nodes,Order Fulfilment,P1,Closed,2025-11-12 11:00,2025-11-12 20:50,Fulfilment Tech,Gauteng,order-fulfilment
RET-1758,Promotion PRM-9782 double-discounting online,Pricing & Promotions,P2,Closed,2025-12-09 12:10,2025-12-09 17:51,Merch Systems,Western Cape,pricing-promotions
RET-1759,Tier recalculation job failed — member benefits downgraded,WRewards Loyalty,P1,In Progress,2026-06-23 18:02,,Loyalty Platform,Western Cape,wrewards-loyalty
RET-1760,"Promo price not applying at till for advertised line, store W337",Pricing & Promotions,P3,Closed,2026-03-29 07:47,2026-04-01 16:12,Merch Systems,KwaZulu-Natal,pricing-promotions
RET-1761,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P2,Blocked,2025-12-15 11:36,,Digital Commerce,Gauteng,online-checkout
RET-1762,"Primary link down at store W257, all cloud services impacted",Store Network & Connectivity,P2,Closed,2025-10-16 13:33,2025-10-17 11:32,Network Ops,KwaZulu-Natal,store-network-connectivity
RET-1763,App crash on product page for Android 59% of sessions,Mobile App,P3,Closed,2026-06-20 17:27,2026-06-22 04:42,Digital Commerce,Limpopo,mobile-app
RET-1764,Bank switch latency above 8s causing tender timeouts,Payments & EFT,P2,In Progress,2025-11-03 15:17,,Payments Ops,KwaZulu-Natal,payments-eft
RET-1765,"POS EOD batch stuck at store W240, trading day not closed",POS & Tills,P2,Closed,2026-06-28 07:17,2026-06-28 21:39,Store Systems,Northern Cape,pos-tills
RET-1766,Gift card balance enquiry timing out online,Gift Cards & Vouchers,P2,Closed,2026-05-07 16:09,2026-05-08 15:13,Payments Ops,Gauteng,gift-cards-vouchers
RET-1767,Router config drift detected at store W124 after change,Store Network & Connectivity,P3,Closed,2026-06-24 12:35,2026-06-27 07:34,Network Ops,North West,store-network-connectivity
RET-1768,Basket total mismatch after promo applied at checkout,Online Checkout,P3,Resolved,2026-04-28 10:07,2026-04-30 10:43,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1769,Checkout payment step returning 502 for 6% of sessions,Online Checkout,P2,Resolved,2025-08-13 19:09,2025-08-13 23:51,Digital Commerce,North West,online-checkout
RET-1770,Courier manifest not generated for 56 orders,Order Fulfilment,P3,Open,2026-05-07 09:12,,Fulfilment Tech,Gauteng,order-fulfilment
RET-1771,Order ORD-275269 split incorrectly across fulfilment nodes,Order Fulfilment,P3,Blocked,2025-12-01 14:53,,Fulfilment Tech,Western Cape,order-fulfilment
RET-1772,"Loyalty card lookup timing out at till, store W344",WRewards Loyalty,P3,Closed,2026-03-02 10:00,2026-03-04 19:50,Loyalty Platform,Eastern Cape,wrewards-loyalty
RET-1773,"Tap-to-pay failing on new terminals, store W112",Payments & EFT,P3,Closed,2025-11-10 20:31,2025-11-16 02:06,Payments Ops,Gauteng,payments-eft
RET-1774,EDI 856 backlog of 36 messages at gateway,Supply Chain EDI,P4,Closed,2026-02-18 12:17,2026-02-21 02:30,Integration Hub,KwaZulu-Natal,supply-chain-edi
RET-1775,"Primary link down at store W102, all cloud services impacted",Store Network & Connectivity,P3,Open,2026-04-06 18:11,,Network Ops,Gauteng,store-network-connectivity
RET-1776,"Primary link down at store W404, all cloud services impacted",Store Network & Connectivity,P3,Resolved,2025-10-31 19:16,2025-11-03 16:03,Network Ops,Gauteng,store-network-connectivity
RET-1777,New season SKUs missing attributes — 12 lines blocked from listing,Product Master Data,P3,Resolved,2026-04-10 08:51,2026-04-12 07:41,Data Services,National / Online,product-master-data
RET-1778,Barcode scanner intermittently not reading at store W259,POS & Tills,P3,In Progress,2026-05-16 10:24,,Store Systems,National / Online,pos-tills
RET-1779,Invoice EDI mismatch blocking GRN for DC 17,Supply Chain EDI,P3,In Progress,2026-01-27 11:34,,Integration Hub,Gauteng,supply-chain-edi
RET-1780,Order ORD-653192 split incorrectly across fulfilment nodes,Order Fulfilment,P2,Closed,2025-10-11 16:16,2025-10-12 22:24,Fulfilment Tech,Eastern Cape,order-fulfilment
RET-1781,High packet loss to data centre from Western Cape stores,Store Network & Connectivity,P4,Resolved,2025-12-05 14:24,2025-12-10 01:00,Network Ops,KwaZulu-Natal,store-network-connectivity
RET-1782,Checkout payment step returning 502 for 44% of sessions,Online Checkout,P4,Resolved,2026-03-18 15:12,2026-03-23 02:39,Digital Commerce,Gauteng,online-checkout
RET-1783,Stock sync job overran window by 2 hours — online availability stale,Inventory & Stock Sync,P3,Closed,2025-12-11 07:16,2025-12-12 04:10,Merch Systems,KwaZulu-Natal,inventory-stock-sync
RET-1784,Product images not propagating from PIM to web,Product Master Data,P1,Closed,2025-09-26 12:14,2025-09-26 22:54,Data Services,Free State,product-master-data
RET-1785,Wi-Fi outage in backup area of store W445 — RF guns offline,Store Network & Connectivity,P3,Closed,2026-06-01 11:55,2026-06-02 06:04,Network Ops,Limpopo,store-network-connectivity
RET-1786,Picking app not releasing waves at DC 4,Order Fulfilment,P2,Closed,2026-01-22 11:32,2026-01-23 09:03,Fulfilment Tech,Gauteng,order-fulfilment
RET-1787,WRewards points not awarded on qualifying basket,WRewards Loyalty,P2,In Progress,2025-07-31 18:32,,Loyalty Platform,Limpopo,wrewards-loyalty
RET-1788,Picking app not releasing waves at DC 1,Order Fulfilment,P4,Resolved,2026-06-14 17:26,2026-06-17 17:05,Fulfilment Tech,Western Cape,order-fulfilment
RET-1789,Delivery slot selection failing for Northern Cape customers,Online Checkout,P3,Closed,2026-05-02 08:33,2026-05-06 03:18,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1790,App checkout button unresponsive on iOS 14,Mobile App,P4,Closed,2025-11-27 09:39,2025-12-01 04:32,Digital Commerce,Mpumalanga,mobile-app
RET-1791,Price file failed to deploy to 26 stores overnight,Pricing & Promotions,P1,Open,2025-08-23 20:37,,Merch Systems,Gauteng,pricing-promotions
RET-1792,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P2,Closed,2026-04-09 12:53,2026-04-10 03:58,Digital Commerce,KwaZulu-Natal,online-checkout
RET-1793,Voucher PRM-4827 redeemable multiple times — exposure risk,Gift Cards & Vouchers,P3,Closed,2026-04-08 06:27,2026-04-12 04:22,Payments Ops,National / Online,gift-cards-vouchers
RET-1794,"Receipt printer failure on till 14, store W369",POS & Tills,P3,Closed,2026-04-12 07:49,2026-04-14 21:58,Store Systems,Gauteng,pos-tills
RET-1795,Router config drift detected at store W278 after change,Store Network & Connectivity,P4,Closed,2025-09-11 13:08,2025-09-14 22:20,Network Ops,Mpumalanga,store-network-connectivity
RET-1796,EDI 856 backlog of 45 messages at gateway,Supply Chain EDI,P3,Closed,2026-04-26 17:45,2026-04-29 22:18,Integration Hub,Gauteng,supply-chain-edi
RET-1797,"Checkout stuck on ""processing payment"" — orders duplicated",Online Checkout,P4,Closed,2026-05-16 10:29,2026-05-18 21:24,Digital Commerce,National / Online,online-checkout
RET-1798,Till 1 frozen on tender screen at store W246,POS & Tills,P3,Open,2025-10-28 17:40,,Store Systems,Western Cape,pos-tills
RET-1799,Till 6 frozen on tender screen at store W321,POS & Tills,P4,In Progress,2025-11-08 17:27,,Store Systems,KwaZulu-Natal,pos-tills
RET-1800,Click-and-collect orders stuck in ALLOCATED for store W463,Order Fulfilment,P3,In Progress,2026-06-07 09:18,,Fulfilment Tech,Gauteng,order-fulfilment
RET-1801,Checkout payment step returning 502 for 22% of sessions,Online Checkout,P3,Closed,2026-04-15 19:41,2026-04-16 05:18,Digital Commerce,Gauteng,online-checkout
RET-1802,Order ORD-666153 split incorrectly across fulfilment nodes,Order Fulfilment,P4,Open,2026-05-18 09:56,,Fulfilment Tech,Gauteng,order-fulfilment
RET-1803,ASN messages from vendor TextilePro failing schema validation,Supply Chain EDI,P4,Closed,2026-06-13 10:20,2026-06-13 19:56,Integration Hub,Eastern Cape,supply-chain-edi
RET-1804,Markdown batch stuck — clearance prices not live,Pricing & Promotions,P4,Open,2025-10-16 20:25,,Merch Systems,Western Cape,pricing-promotions
RET-1805,"Tap-to-pay failing on new terminals, store W314",Payments & EFT,P3,Closed,2025-12-09 14:26,2025-12-11 07:56,Payments Ops,KwaZulu-Natal,payments-eft
RET-1806,Promotion PRM-2540 double-discounting online,Pricing & Promotions,P1,In Progress,2026-05-31 10:47,,Merch Systems,Northern Cape,pricing-promotions
RET-1807,Promotion PRM-9323 double-discounting online,Pricing & Promotions,P2,Closed,2026-01-28 13:38,2026-01-29 17:05,Merch Systems,National / Online,pricing-promotions
RET-1808,Store W430 receiving not reflecting in inventory ledger,Inventory & Stock Sync,P4,Closed,2026-05-13 20:48,2026-05-19 01:47,Merch Systems,North West,inventory-stock-sync
RET-1809,"Receipt printer failure on till 14, store W279",POS & Tills,P3,Closed,2026-06-24 19:59,2026-06-26 11:01,Store Systems,Gauteng,pos-tills
RET-1810,WRewards linking failing in app with error ERR-170,WRewards Loyalty,P4,Resolved,2026-06-28 16:43,2026-06-29 14:55,Loyalty Platform,Mpumalanga,wrewards-loyalty
RET-1811,Checkout payment step returning 502 for 12% of sessions,Online Checkout,P4,Closed,2025-11-17 08:35,2025-11-18 22:33,Digital Commerce,National / Online,online-checkout
RET-1812,WRewards linking failing in app with error ERR-418,WRewards Loyalty,P3,In Progress,2026-05-08 19:27,,Loyalty Platform,Mpumalanga,wrewards-loyalty
RET-1813,POS terminal offline — store W148 unable to trade on 5 lanes,POS & Tills,P3,Resolved,2025-11-10 11:36,2025-11-15 13:53,Store Systems,Limpopo,pos-tills
RET-1814,"Loyalty card lookup timing out at till, store W420",WRewards Loyalty,P4,Resolved,2026-05-07 19:08,2026-05-08 18:58,Loyalty Platform,Gauteng,wrewards-loyalty
RET-1815,"Receipt printer failure on till 9, store W339",POS & Tills,P2,Closed,2026-03-13 16:41,2026-03-14 04:18,Store Systems,Eastern Cape,pos-tills
RET-1816,Push notifications not delivered for order updates,Mobile App,P3,Resolved,2025-11-07 18:47,2025-11-11 19:06,Digital Commerce,National / Online,mobile-app
RET-1817,EFT declines spiking at store W152 — response code 91,Payments & EFT,P2,Resolved,2026-02-06 15:43,2026-02-07 07:52,Payments Ops,Western Cape,payments-eft
RET-1818,High packet loss to data centre from Western Cape stores,Store Network & Connectivity,P2,Closed,2026-05-27 06:02,2026-05-28 04:31,Network Ops,North West,store-network-connectivity
RET-1819,Delivery slot selection failing for Mpumalanga customers,Online Checkout,P2,Closed,2026-02-27 15:33,2026-02-28 14:07,Digital Commerce,National / Online,online-checkout
RET-1820,Card payments timing out across North West stores,Payments & EFT,P2,Closed,2025-09-11 11:38,2025-09-12 01:01,Payments Ops,Mpumalanga,payments-eft
RET-1821,Courier manifest not generated for 61 orders,Order Fulfilment,P1,Closed,2025-12-02 17:48,2025-12-03 02:31,Fulfilment Tech,Gauteng,order-fulfilment
RET-1822,Same-day delivery cutoff not enforced — late promises made,Order Fulfilment,P1,Resolved,2025-09-17 20:51,2025-09-18 05:24,Fulfilment Tech,Eastern Cape,order-fulfilment
RET-1823,"Tap-to-pay failing on new terminals, store W172",Payments & EFT,P3,Closed,2026-04-22 09:52,2026-04-26 09:25,Payments Ops,National / Online,payments-eft
RET-1824,WRewards linking failing in app with error ERR-721,WRewards Loyalty,P3,Closed,2026-04-23 10:23,2026-04-26 20:30,Loyalty Platform,KwaZulu-Natal,wrewards-loyalty
RET-1825,EFT declines spiking at store W215 — response code 91,Payments & EFT,P4,Resolved,2025-12-05 13:17,2025-12-07 06:06,Payments Ops,Gauteng,payments-eft
RET-1826,Price file failed to deploy to 13 stores overnight,Pricing & Promotions,P3,Resolved,2026-04-15 11:42,2026-04-18 23:09,Merch Systems,KwaZulu-Natal,pricing-promotions
RET-1827,Picking app not releasing waves at DC 12,Order Fulfilment,P4,In Progress,2026-05-14 13:01,,Fulfilment Tech,Limpopo,order-fulfilment
RET-1828,Card payments timing out across Eastern Cape stores,Payments & EFT,P4,Resolved,2026-01-10 13:36,2026-01-14 08:03,Payments Ops,Eastern Cape,payments-eft
RET-1829,Till 14 frozen on tender screen at store W198,POS & Tills,P2,Resolved,2025-09-01 17:01,2025-09-01 22:23,Store Systems,National / Online,pos-tills
RET-1830,3-D Secure redirect loop on mobile web checkout,Online Checkout,P2,In Progress,2025-09-22 06:45,,Digital Commerce,National / Online,online-checkout
RET-1831,"POS EOD batch stuck at store W201, trading day not closed",POS & Tills,P3,Open,2026-04-10 07:30,,Store Systems,KwaZulu-Natal,pos-tills
RET-1832,Barcode scanner intermittently not reading at store W333,POS & Tills,P3,In Progress,2026-05-01 07:59,,Store Systems,Gauteng,pos-tills
RET-1833,Delivery slot selection failing for Eastern Cape customers,Online Checkout,P1,Closed,2026-03-12 18:17,2026-03-13 00:06,Digital Commerce,Limpopo,online-checkout
RET-1834,App login failing with error ERR-868 after release PRM-4089,Mobile App,P4,Resolved,2026-01-28 19:38,2026-01-29 17:19,Digital Commerce,KwaZulu-Natal,mobile-app
